episode,m,batches,true_recent_count,true_recent_frac,own_frac_short,e1_frac_short,e2_short_excess,bg_local
64,89,4,3,0.033707865168539325,0.30337078651685395,0.33195020746887965,36.0,11.0
65,44,3,4,0.09090909090909091,0.3157894736842105,0.4576271186440678,21.0,11.0
66,110,4,3,0.02727272727272727,0.22330097087378642,0.3434343434343434,24.0,11.0
67,50,3,1,0.02,0.1702127659574468,0.32786885245901637,7.0,11.0
68,97,4,4,0.041237113402061855,0.2727272727272727,0.3756345177664975,30.0,11.0
69,97,4,16,0.16494845360824742,0.31868131868131866,0.37823834196891193,29.0,11.0
70,96,4,2,0.020833333333333332,0.532608695652174,0.48484848484848486,52.0,11.0
71,160,5,3,0.01875,0.2847682119205298,0.3238434163701068,36.0,11.0
72,66,4,44,0.6666666666666666,0.8461538461538461,0.3215686274509804,38.0,11.0
73,72,4,3,0.041666666666666664,0.4782608695652174,0.5112359550561798,51.0,10.0
74,42,3,2,0.047619047619047616,0.15,0.3305084745762712,6.0,11.0
75,62,3,0,0.0,0.6774193548387096,0.5661764705882353,44.0,11.0
76,80,4,3,0.0375,0.16883116883116883,0.33695652173913043,18.0,11.0
77,61,3,0,0.0,0.55,0.4859154929577465,36.0,11.0
78,56,3,1,0.017857142857142856,0.14545454545454545,0.29850746268656714,4.0,12.0
79,140,5,2,0.014285714285714285,0.25190839694656486,0.3293172690763052,27,11
